,index
729,g13b.mol_sal_indon_tot
730,g13b.mol_sal_tagalog_seo
731,g13b.mol_sal_tagalog_uolse_vworw
732,g13b.mol_sal_tagalog_uolse_nwornaa
733,g13b.mol_sal_tagalog_uolse_tot
734,g13b.mol_sal_tagalog_ns
735,g13b.mol_sal_tagalog_tot
736,g13b.mol_sal_oth_seo
737,g13b.mol_sal_oth_uolse_vworw
738,g13b.mol_sal_oth_uolse_nwornaa
739,g13b.mol_sal_oth_uolse_tot
740,g13b.mol_sal_oth_ns
741,g13b.mol_sal_oth_tot
742,g13b.mol_sal_tot_seo
743,g13b.mol_sal_tot_uolse_vworw
744,g13b.mol_sal_tot_uolse_nwornaa
745,g13b.mol_sal_tot_uolse_tot
746,g13b.mol_sal_tot_ns
747,g13b.mol_sal_tot_tot
748,g13b.mol_spanish_seo
749,g13b.mol_spanish_uolse_vworw
750,g13b.mol_spanish_uolse_nwornaa
751,g13b.mol_spanish_uolse_tot
752,g13b.mol_spanish_ns
753,g13b.mol_spanish_tot
754,g13b.mol_tamil_seo
755,g13b.mol_tamil_uolse_vworw
756,g13b.mol_tamil_uolse_nwornaa
757,g13b.mol_tamil_uolse_tot
758,g13b.mol_tamil_ns
759,g13b.mol_tamil_tot
760,g13b.mol_thai_seo
761,g13b.mol_thai_uolse_vworw
762,g13b.mol_thai_uolse_nwornaa
763,g13b.mol_thai_uolse_tot
764,g13b.mol_thai_ns
765,g13b.mol_thai_tot
766,g13b.mol_turkish_seo
767,g13b.mol_turkish_uolse_vworw
768,g13b.mol_turkish_uolse_nwornaa
769,g13b.mol_turkish_uolse_tot
770,g13b.mol_turkish_ns
771,g13b.mol_turkish_tot
772,g13b.mol_vietnamese_seo
773,g13b.mol_vietnamese_uolse_vworw
774,g13b.mol_vietnamese_uolse_nwornaa
775,g13b.mol_vietnamese_uolse_tot
776,g13b.mol_vietnamese_ns
777,g13b.mol_vietnamese_tot
778,g13b.mol_oth_seo
779,g13b.mol_oth_uolse_vworw
780,g13b.mol_oth_uolse_nwornaa
781,g13b.mol_oth_uolse_tot
782,g13b.mol_oth_ns
783,g13b.mol_oth_tot
784,g13b.mol_tot_seo
785,g13b.mol_tot_uolse_vworw
786,g13b.mol_tot_uolse_nwornaa
787,g13b.mol_tot_uolse_tot
788,g13b.mol_tot_ns
789,g13b.mol_tot_tot
790,g13b.m_luath_ns_seo
791,g13b.m_luath_ns_uolse_vworw
792,g13b.m_luath_ns_uolse_nwornaa
793,g13b.m_luath_ns_uolse_tot
794,g13b.m_luath_ns_ns
795,g13b.m_luath_ns_tot
796,g13b.m_tot_seo
797,g13b.m_tot_uolse_vworw
798,g13b.m_tot_uolse_nwornaa
799,g13b.m_tot_uolse_tot
800,g13b.m_tot_ns
801,g13b.m_tot_tot
802,g13b.fseo_seo
803,g13b.fseo_uolse_vworw
804,g13b.fseo_uolse_nwornaa
805,g13b.fseo_uolse_tot
806,g13b.fseo_ns
807,g13b.fseo_tot
808,g13b.fol_afrikaans_seo
809,g13b.fol_afrikaans_uolse_vworw
810,g13b.fol_afrikaans_uolse_nwornaa
811,g13b.fol_afrikaans_uolse_tot
812,g13b.fol_afrikaans_ns
813,g13b.fol_afrikaans_tot
814,g13b.fol_arabic_seo
815,g13b.fol_arabic_uolse_vworw
816,g13b.fol_arabic_uolse_nwornaa
817,g13b.fol_arabic_uolse_tot
818,g13b.fol_arabic_ns
819,g13b.fol_arabic_tot
820,g13b.fol_aindlng_seo
821,g13b.fol_aindlng_uolse_vworw
822,g13b.fol_aindlng_uolse_nwornaa
823,g13b.fol_aindlng_uolse_tot
824,g13b.fol_aindlng_ns
825,g13b.fol_aindlng_tot
826,g13b.fol_cl_canton_seo
827,g13b.fol_cl_canton_uolse_vworw
828,g13b.fol_cl_canton_uolse_nwornaa
829,g13b.fol_cl_canton_uolse_tot
830,g13b.fol_cl_canton_ns
831,g13b.fol_cl_canton_tot
832,g13b.fol_cl_mandarin_seo
833,g13b.fol_cl_mandarin_uolse_vworw
834,g13b.fol_cl_mandarin_uolse_nwornaa
835,g13b.fol_cl_mandarin_uolse_tot
836,g13b.fol_cl_mandarin_ns
837,g13b.fol_cl_mandarin_tot
838,g13b.fol_cl_oth_seo
839,g13b.fol_cl_oth_uolse_vworw
840,g13b.fol_cl_oth_uolse_nwornaa
841,g13b.fol_cl_oth_uolse_tot
842,g13b.fol_cl_oth_ns
843,g13b.fol_cl_oth_tot
844,g13b.fol_cl_tot_seo
845,g13b.fol_cl_tot_uolse_vworw
846,g13b.fol_cl_tot_uolse_nwornaa
847,g13b.fol_cl_tot_uolse_tot
848,g13b.fol_cl_tot_ns
849,g13b.fol_cl_tot_tot
850,g13b.fol_croatian_seo
851,g13b.fol_croatian_uolse_vworw
852,g13b.fol_croatian_uolse_nwornaa
853,g13b.fol_croatian_uolse_tot
854,g13b.fol_croatian_ns
855,g13b.fol_croatian_tot
856,g13b.fol_french_seo
857,g13b.fol_french_uolse_vworw
858,g13b.fol_french_uolse_nwornaa
859,g13b.fol_french_uolse_tot
860,g13b.fol_french_ns
861,g13b.fol_french_tot
862,g13b.fol_german_seo
863,g13b.fol_german_uolse_vworw
864,g13b.fol_german_uolse_nwornaa
865,g13b.fol_german_uolse_tot
866,g13b.fol_german_ns
867,g13b.fol_german_tot
868,g13b.fol_greek_seo
869,g13b.fol_greek_uolse_vworw
870,g13b.fol_greek_uolse_nwornaa
871,g13b.fol_greek_uolse_tot
872,g13b.fol_greek_ns
873,g13b.fol_greek_tot
874,g13b.fol_ial_bengali_seo
875,g13b.fol_ial_bengali_uolse_vworw
876,g13b.fol_ial_bengali_uolse_nwornaa
877,g13b.fol_ial_bengali_uolse_tot
878,g13b.fol_ial_bengali_ns
879,g13b.fol_ial_bengali_tot
880,g13b.fol_ial_guj_seo
881,g13b.fol_ial_guj_uolse_vworw
882,g13b.fol_ial_guj_uolse_nwornaa
883,g13b.fol_ial_guj_uolse_tot
884,g13b.fol_ial_guj_ns
885,g13b.fol_ial_guj_tot
886,g13b.fol_ial_hindi_seo
887,g13b.fol_ial_hindi_uolse_vworw
888,g13b.fol_ial_hindi_uolse_nwornaa
889,g13b.fol_ial_hindi_uolse_tot
890,g13b.fol_ial_hindi_ns
891,g13b.fol_ial_hindi_tot
892,g13b.fol_ial_nepali_seo
893,g13b.fol_ial_nepali_uolse_vworw
894,g13b.fol_ial_nepali_uolse_nwornaa
895,g13b.fol_ial_nepali_uolse_tot
896,g13b.fol_ial_nepali_ns
897,g13b.fol_ial_nepali_tot
898,g13b.fol_ial_punjabi_seo
899,g13b.fol_ial_punjabi_uolse_vworw
900,g13b.fol_ial_punjabi_uolse_nwornaa
901,g13b.fol_ial_punjabi_uolse_tot
902,g13b.fol_ial_punjabi_ns
903,g13b.fol_ial_punjabi_tot
904,g13b.fol_ial_sinhal_seo
905,g13b.fol_ial_sinhal_uolse_vworw
906,g13b.fol_ial_sinhal_uolse_nwornaa
907,g13b.fol_ial_sinhal_uolse_tot
908,g13b.fol_ial_sinhal_ns
909,g13b.fol_ial_sinhal_tot
910,g13b.fol_ial_urdu_seo
911,g13b.fol_ial_urdu_uolse_vworw
912,g13b.fol_ial_urdu_uolse_nwornaa
913,g13b.fol_ial_urdu_uolse_tot
914,g13b.fol_ial_urdu_ns
915,g13b.fol_ial_urdu_tot
916,g13b.fol_ial_oth_seo
917,g13b.fol_ial_oth_uolse_vworw
918,g13b.fol_ial_oth_uolse_nwornaa
919,g13b.fol_ial_oth_uolse_tot
920,g46b.f_tot_lf_15_19
921,g46b.f_tot_lf_20_24
922,g46b.f_tot_lf_25_34
923,g46b.f_tot_lf_35_44
924,g46b.f_tot_lf_45_54
925,g46b.f_tot_lf_55_64
926,g46b.f_tot_lf_65_74
927,g46b.f_tot_lf_75_84
928,g46b.f_tot_lf_85ov
929,g46b.f_tot_lf_tot
930,g46b.f_not_in_lf_15_19
931,g46b.f_not_in_lf_20_24
932,g46b.f_not_in_lf_25_34
933,g46b.f_not_in_lf_35_44
934,g46b.f_not_in_lf_45_54
935,g46b.f_not_in_lf_55_64
936,g46b.f_not_in_lf_65_74
937,g46b.f_not_in_lf_75_84
938,g46b.f_not_in_lf_85ov
939,g46b.f_not_in_lf_tot
940,g46b.f_lfs_ns_15_19
941,g46b.f_lfs_ns_20_24
942,g46b.f_lfs_ns_25_34
943,g46b.f_lfs_ns_35_44
944,g46b.f_lfs_ns_45_54
945,g46b.f_lfs_ns_55_64
946,g46b.f_lfs_ns_65_74
947,g46b.f_lfs_ns_75_84
948,g46b.f_lfs_ns_85ov
949,g46b.f_lfs_ns_tot
950,g46b.f_tot_15_19
951,g46b.f_tot_20_24
952,g46b.f_tot_25_34
953,g46b.f_tot_35_44
954,g46b.f_tot_45_54
955,g46b.f_tot_55_64
956,g46b.f_tot_65_74
957,g46b.f_tot_75_84
958,g46b.f_tot_85ov
959,g46b.f_tot_tot
960,g46b.p_emp_fullt_15_19
961,g46b.p_emp_fullt_20_24
962,g46b.p_emp_fullt_25_34
963,g46b.p_emp_fullt_35_44
964,g46b.p_emp_fullt_45_54
965,g46b.p_emp_fullt_55_64
966,g46b.p_emp_fullt_65_74
967,g46b.p_emp_fullt_75_84
968,g46b.p_emp_fullt_85ov
969,g46b.p_emp_fullt_tot
970,g46b.p_emp_partt_15_19
971,g46b.p_emp_partt_20_24
972,g46b.p_emp_partt_25_34
973,g46b.p_emp_partt_35_44
974,g46b.p_emp_partt_45_54
975,g46b.p_emp_partt_55_64
976,g46b.p_emp_partt_65_74
977,g46b.p_emp_partt_75_84
978,g46b.p_emp_partt_85ov
979,g46b.p_emp_partt_tot
980,g46b.p_emp_awy_f_wrk_15_19
981,g46b.p_emp_awy_f_wrk_20_24
982,g46b.p_emp_awy_f_wrk_25_34
983,g46b.p_emp_awy_f_wrk_35_44
984,g46b.p_emp_awy_f_wrk_45_54
985,g46b.p_emp_awy_f_wrk_55_64
986,g46b.p_emp_awy_f_wrk_65_74
987,g46b.p_emp_awy_f_wrk_75_84
988,g46b.p_emp_awy_f_wrk_85ov
989,g46b.p_emp_awy_f_wrk_tot
990,g46b.p_hours_wkd_ns_15_19
991,g46b.p_hours_wkd_ns_20_24
992,g46b.p_hours_wkd_ns_25_34
993,g46b.p_hours_wkd_ns_35_44
994,g46b.p_hours_wkd_ns_45_54
995,g46b.p_hours_wkd_ns_55_64
996,g46b.p_hours_wkd_ns_65_74
997,g46b.p_hours_wkd_ns_75_84
998,g46b.p_hours_wkd_ns_85ov
999,g46b.p_hours_wkd_ns_tot
1000,g46b.p_tot_emp_15_19
1001,g46b.p_tot_emp_20_24
1002,g46b.p_tot_emp_25_34
1003,g46b.p_tot_emp_35_44
1004,g46b.p_tot_emp_45_54
1005,g46b.p_tot_emp_55_64
1006,g46b.p_tot_emp_65_74
1007,g46b.p_tot_emp_75_84
1008,g46b.p_tot_emp_85ov
1009,g46b.p_tot_emp_tot
1010,g46b.p_unem_look_ftw_15_19
1011,g46b.p_unem_look_ftw_20_24
1012,g46b.p_unem_look_ftw_25_34
1013,g46b.p_unem_look_ftw_35_44
1014,g46b.p_unem_look_ftw_45_54
1015,g46b.p_unem_look_ftw_55_64
1016,g46b.p_unem_look_ftw_65_74
1017,g46b.p_unem_look_ftw_75_84
1018,g46b.p_unem_look_ftw_85ov
1019,g46b.p_unem_look_ftw_tot
1020,g46b.p_unem_look_ptw_15_19
1021,g46b.p_unem_look_ptw_20_24
1022,g46b.p_unem_look_ptw_25_34
1023,g46b.p_unem_look_ptw_35_44
1024,g46b.p_unem_look_ptw_45_54
1025,g46b.p_unem_look_ptw_55_64
1026,g46b.p_unem_look_ptw_65_74
1027,g46b.p_unem_look_ptw_75_84
1028,g46b.p_unem_look_ptw_85ov
1029,g46b.p_unem_look_ptw_tot
1030,g46b.p_tot_unemp_15_19
1031,g46b.p_tot_unemp_20_24
1032,g46b.p_tot_unemp_25_34
1033,g46b.p_tot_unemp_35_44
1034,g46b.p_tot_unemp_45_54
1035,g46b.p_tot_unemp_55_64
1036,g46b.p_tot_unemp_65_74
1037,g46b.p_tot_unemp_75_84
1038,g46b.p_tot_unemp_85ov
1039,g46b.p_tot_unemp_tot
1040,g46b.p_tot_lf_15_19
1041,g46b.p_tot_lf_20_24
1042,g46b.p_tot_lf_25_34
1043,g46b.p_tot_lf_35_44
1044,g46b.p_tot_lf_45_54
1045,g46b.p_tot_lf_55_64
1046,g46b.p_tot_lf_65_74
1047,g46b.p_tot_lf_75_84
1048,g46b.p_tot_lf_85ov
1049,g46b.p_tot_lf_tot
1050,g46b.p_not_in_lf_15_19
1051,g46b.p_not_in_lf_20_24
1052,g46b.p_not_in_lf_25_34
1053,g46b.p_not_in_lf_35_44
1054,g46b.p_not_in_lf_45_54
1055,g46b.p_not_in_lf_55_64
1056,g46b.p_not_in_lf_65_74
1057,g46b.p_not_in_lf_75_84
1058,g46b.p_not_in_lf_85ov
1059,g46b.p_not_in_lf_tot
1060,g46b.p_lfs_ns_15_19
1061,g46b.p_lfs_ns_20_24
1062,g46b.p_lfs_ns_25_34
1063,g46b.p_lfs_ns_35_44
1064,g46b.p_lfs_ns_45_54
1065,g46b.p_lfs_ns_55_64
1066,g46b.p_lfs_ns_65_74
1067,g46b.p_lfs_ns_75_84
1068,g46b.p_lfs_ns_85ov
1069,g46b.p_lfs_ns_tot
1070,g46b.p_tot_15_19
1071,g46b.p_tot_20_24
1072,g46b.p_tot_25_34
1073,g46b.p_tot_35_44
1074,g46b.p_tot_45_54
1075,g46b.p_tot_55_64
1076,g46b.p_tot_65_74
1077,g46b.p_tot_75_84
1078,g46b.p_tot_85ov
1079,g46b.p_tot_tot
1080,g19a.m_arthritis_0_14
1081,g19a.m_arthritis_15_24
1082,g19a.m_arthritis_25_34
1083,g19a.m_arthritis_35_44
1084,g19a.m_arthritis_45_54
1085,g19a.m_arthritis_55_64
1086,g19a.m_arthritis_65_74
1087,g19a.m_arthritis_75_84
1088,g19a.m_arthritis_85_over
1089,g19a.m_arthritis_tot
1090,g19a.m_asthma_0_14
1091,g19a.m_asthma_15_24
1092,g19a.m_asthma_25_34
1093,g19a.m_asthma_35_44
1094,g19a.m_asthma_45_54
1095,g19a.m_asthma_55_64
1096,g19a.m_asthma_65_74
1097,g19a.m_asthma_75_84
1098,g19a.m_asthma_85_over
1099,g19a.m_asthma_tot
1100,g19a.m_cancer_0_14
1101,g19a.m_cancer_15_24
1102,g19a.m_cancer_25_34
1103,g19a.m_cancer_35_44
1104,g19a.m_cancer_45_54
1105,g19a.m_cancer_55_64
1106,g19a.m_cancer_65_74
1107,g19a.m_cancer_75_84
1108,g19a.m_cancer_85_over
1109,g19a.m_cancer_tot
1110,g19a.m_dementia_0_14
1111,g19a.m_dementia_15_24
1112,g19a.m_dementia_25_34
1113,g19a.m_dementia_35_44
1114,g19a.m_dementia_45_54
1115,g19a.m_dementia_55_64
1116,g19a.m_dementia_65_74
1117,g19a.m_dementia_75_84
1118,g19a.m_dementia_85_over
1119,g19a.m_dementia_tot
1120,g19a.m_diabetes_0_14
1121,g19a.m_diabetes_15_24
1122,g19a.m_diabetes_25_34
1123,g19a.m_diabetes_35_44
1124,g19a.m_diabetes_45_54
1125,g19a.m_diabetes_55_64
1126,g19a.m_diabetes_65_74
1127,g19a.m_diabetes_75_84
1128,g19a.m_diabetes_85_over
1129,g19a.m_diabetes_tot
1130,g19a.m_heart_disease_0_14
1131,g19a.m_heart_disease_15_24
1132,g19a.m_heart_disease_25_34
1133,g19a.m_heart_disease_35_44
1134,g19a.m_heart_disease_45_54
1135,g19a.m_heart_disease_55_64
1136,g19a.m_heart_disease_65_74
1137,g19a.m_heart_disease_75_84
1138,g19a.m_heart_disease_85_over
1139,g19a.m_heart_disease_tot
1140,g19a.m_kidney_disease_0_14
1141,g19a.m_kidney_disease_15_24
1142,g19a.m_kidney_disease_25_34
1143,g19a.m_kidney_disease_35_44
1144,g19a.m_kidney_disease_45_54
1145,g19a.m_kidney_disease_55_64
1146,g19a.m_kidney_disease_65_74
1147,g19a.m_kidney_disease_75_84
1148,g19a.m_kidney_disease_85_over
1149,g19a.m_kidney_disease_tot
1150,g19a.m_lung_cond_0_14
1151,g19a.m_lung_cond_15_24
1152,g19a.m_lung_cond_25_34
1153,g19a.m_lung_cond_35_44
1154,g19a.m_lung_cond_45_54
1155,g19a.m_lung_cond_55_64
1156,g19a.m_lung_cond_65_74
1157,g19a.m_lung_cond_75_84
1158,g19a.m_lung_cond_85_over
1159,g19a.m_lung_cond_tot
1160,g19a.m_mental_health_cond_0_14
1161,g19a.m_mental_health_cond_15_24
1162,g19a.m_mental_health_cond_25_34
1163,g19a.m_mental_health_cond_35_44
1164,g19a.m_mental_health_cond_45_54
1165,g19a.m_mental_health_cond_55_64
1166,g19a.m_mental_health_cond_65_74
1167,g19a.m_mental_health_cond_75_84
1168,g19a.m_mental_health_cond_85_over
1169,g19a.m_mental_health_cond_tot
1170,g19a.m_stroke_0_14
1171,g19a.m_stroke_15_24
1172,g19a.m_stroke_25_34
1173,g19a.m_stroke_35_44
1174,g19a.m_stroke_45_54
1175,g19a.m_stroke_55_64
1176,g19a.m_stroke_65_74
1177,g19a.m_stroke_75_84
1178,g19a.m_stroke_85_over
1179,g19a.m_stroke_tot
1180,g19a.m_other_0_14
1181,g19a.m_other_15_24
1182,g19a.m_other_25_34
1183,g19a.m_other_35_44
1184,g19a.m_other_45_54
1185,g19a.m_other_55_64
1186,g19a.m_other_65_74
1187,g19a.m_other_75_84
1188,g19a.m_other_85_over
1189,g19a.m_other_tot
1190,g19a.m_none_0_14
1191,g19a.m_none_15_24
1192,g19a.m_none_25_34
1193,g19a.m_none_35_44
1194,g19a.m_none_45_54
1195,g19a.m_none_55_64
1196,g19a.m_none_65_74
1197,g19a.m_none_75_84
1198,g19a.m_none_85_over
1199,g19a.m_none_tot
1200,g19a.m_ns_0_14
1201,g19a.m_ns_15_24
1202,g19a.m_ns_25_34
1203,g19a.m_ns_35_44
1204,g19a.m_ns_45_54
1205,g19a.m_ns_55_64
1206,g19a.m_ns_65_74
1207,g19a.m_ns_75_84
1208,g19a.m_ns_85_over
1209,g19a.m_ns_tot
1210,g19a.m_tot_0_14
1211,g19a.m_tot_15_24
1212,g19a.m_tot_25_34
1213,g19a.m_tot_35_44
1214,g19a.m_tot_45_54
1215,g19a.m_tot_55_64
1216,g19a.m_tot_65_74
1217,g19a.m_tot_75_84
1218,g19a.m_tot_85_over
1219,g19a.m_tot_tot
1220,g19a.f_arthritis_0_14
1221,g19a.f_arthritis_15_24
1222,g19a.f_arthritis_25_34
1223,g19a.f_arthritis_35_44
1224,g19a.f_arthritis_45_54
1225,g19a.f_arthritis_55_64
1226,g19a.f_arthritis_65_74
1227,g19a.f_arthritis_75_84
1228,g19a.f_arthritis_85_over
1229,g19a.f_arthritis_tot
1230,g19a.f_asthma_0_14
1231,g19a.f_asthma_15_24
1232,g19a.f_asthma_25_34
1233,g19a.f_asthma_35_44
1234,g19a.f_asthma_45_54
1235,g19a.f_asthma_55_64
1236,g19a.f_asthma_65_74
1237,g19a.f_asthma_75_84
1238,g19a.f_asthma_85_over
1239,g19a.f_asthma_tot
1240,g19a.f_cancer_0_14
1241,g19a.f_cancer_15_24
1242,g19a.f_cancer_25_34
1243,g19a.f_cancer_35_44
1244,g19a.f_cancer_45_54
1245,g19a.f_cancer_55_64
1246,g19a.f_cancer_65_74
1247,g19a.f_cancer_75_84
1248,g19a.f_cancer_85_over
1249,g19a.f_cancer_tot
1250,g19a.f_dementia_0_14
1251,g19a.f_dementia_15_24
1252,g19a.f_dementia_25_34
1253,g19a.f_dementia_35_44
1254,g19a.f_dementia_45_54
1255,g19a.f_dementia_55_64
1256,g19a.f_dementia_65_74
1257,g19a.f_dementia_75_84
1258,g19a.f_dementia_85_over
1259,g19a.f_dementia_tot
1260,g19a.f_diabetes_0_14
1261,g19a.f_diabetes_15_24
1262,g19a.f_diabetes_25_34
1263,g19a.f_diabetes_35_44
1264,g19a.f_diabetes_45_54
1265,g19a.f_diabetes_55_64
1266,g19a.f_diabetes_65_74
1267,g19a.f_diabetes_75_84
1268,g19a.f_diabetes_85_over
1269,g19a.f_diabetes_tot
1270,g19a.f_heart_disease_0_14
1271,g19a.f_heart_disease_15_24
1272,g19a.f_heart_disease_25_34
1273,g19a.f_heart_disease_35_44
1274,g19a.f_heart_disease_45_54
1275,g19a.f_heart_disease_55_64
1276,g19a.f_heart_disease_65_74
1277,g19a.f_heart_disease_75_84
1278,g19a.f_heart_disease_85_over
1279,g19a.f_heart_disease_tot
1280,g39.m_0_149_cfnc
1281,g39.m_0_149_cf_c_und15
1282,g39.m_0_149_cfnc_und15
1283,g39.m_0_149_1pf_c_und15
1284,g39.m_0_149_1pfnc_und15
1285,g39.m_0_149_othf
1286,g39.m_0_149_tot
1287,g39.m_150_299_cfnc
1288,g39.m_150_299_cf_c_und15
1289,g39.m_150_299_cfnc_und15
1290,g39.m_150_299_1pf_c_und15
1291,g39.m_150_299_1pfnc_und15
1292,g39.m_150_299_othf
1293,g39.m_150_299_tot
1294,g39.m_300_449_cfnc
1295,g39.m_300_449_cf_c_und15
1296,g39.m_300_449_cfnc_und15
1297,g39.m_300_449_1pf_c_und15
1298,g39.m_300_449_1pfnc_und15
1299,g39.m_300_449_othf
1300,g39.m_300_449_tot
1301,g39.m_450_599_cfnc
1302,g39.m_450_599_cf_c_und15
1303,g39.m_450_599_cfnc_und15
1304,g39.m_450_599_1pf_c_und15
1305,g39.m_450_599_1pfnc_und15
1306,g39.m_450_599_othf
1307,g39.m_450_599_tot
1308,g39.m_600_799_cfnc
1309,g39.m_600_799_cf_c_und15
1310,g39.m_600_799_cfnc_und15
1311,g39.m_600_799_1pf_c_und15
1312,g39.m_600_799_1pfnc_und15
1313,g39.m_600_799_othf
1314,g39.m_600_799_tot
1315,g39.m_800_999_cfnc
1316,g39.m_800_999_cf_c_und15
1317,g39.m_800_999_cfnc_und15
1318,g39.m_800_999_1pf_c_und15
1319,g39.m_800_999_1pfnc_und15
1320,g39.m_800_999_othf
1321,g39.m_800_999_tot
1322,g39.m_1000_1199_cfnc
1323,g39.m_1000_1199_cf_c_und15
1324,g39.m_1000_1199_cfnc_und15
1325,g39.m_1000_1199_1pf_c_und15
1326,g39.m_1000_1199_1pfnc_und15
1327,g39.m_1000_1199_othf
1328,g39.m_1000_1199_tot
1329,g39.m_1200_1399_cfnc
1330,g39.m_1200_1399_cf_c_und15
1331,g39.m_1200_1399_cfnc_und15
1332,g39.m_1200_1399_1pf_c_und15
1333,g39.m_1200_1399_1pfnc_und15
1334,g39.m_1200_1399_othf
1335,g39.m_1200_1399_tot
1336,g39.m_1400_1599_cfnc
1337,g39.m_1400_1599_cf_c_und15
1338,g39.m_1400_1599_cfnc_und15
1339,g39.m_1400_1599_1pf_c_und15
1340,g39.m_1400_1599_1pfnc_und15
1341,g39.m_1400_1599_othf
1342,g39.m_1400_1599_tot
1343,g39.m_1600_1799_cfnc
1344,g39.m_1600_1799_cf_c_und15
1345,g39.m_1600_1799_cfnc_und15
1346,g39.m_1600_1799_1pf_c_und15
1347,g39.m_1600_1799_1pfnc_und15
1348,g39.m_1600_1799_othf
1349,g39.m_1600_1799_tot
1350,g39.m_1800_1999_cfnc
1351,g39.m_1800_1999_cf_c_und15
1352,g39.m_1800_1999_cfnc_und15
1353,g39.m_1800_1999_1pf_c_und15
1354,g39.m_1800_1999_1pfnc_und15
1355,g39.m_1800_1999_othf
1356,g39.m_1800_1999_tot
1357,g39.m_2000_2199_cfnc
1358,g39.m_2000_2199_cf_c_und15
1359,g39.m_2000_2199_cfnc_und15
1360,g39.m_2000_2199_1pf_c_und15
1361,g39.m_2000_2199_1pfnc_und15
1362,g39.m_2000_2199_othf
1363,g39.m_2000_2199_tot
1364,g39.m_2200_2399_cfnc
1365,g39.m_2200_2399_cf_c_und15
1366,g39.m_2200_2399_cfnc_und15
1367,g39.m_2200_2399_1pf_c_und15
1368,g39.m_2200_2399_1pfnc_und15
1369,g39.m_2200_2399_othf
1370,g39.m_2200_2399_tot
1371,g39.m_2400_2599_cfnc
1372,g39.m_2400_2599_cf_c_und15
1373,g39.m_2400_2599_cfnc_und15
1374,g39.m_2400_2599_1pf_c_und15
1375,g39.m_2400_2599_1pfnc_und15
1376,g39.m_2400_2599_othf
1377,g39.m_2400_2599_tot
1378,g39.m_2600_2999_cfnc
1379,g39.m_2600_2999_cf_c_und15
1380,g39.m_2600_2999_cfnc_und15
1381,g39.m_2600_2999_1pf_c_und15
1382,g39.m_2600_2999_1pfnc_und15
1383,g39.m_2600_2999_othf
1384,g39.m_2600_2999_tot
1385,g39.m_3000_3999_cfnc
1386,g39.m_3000_3999_cf_c_und15
1387,g39.m_3000_3999_cfnc_und15
1388,g39.m_3000_3999_1pf_c_und15
1389,g39.m_3000_3999_1pfnc_und15
1390,g39.m_3000_3999_othf
1391,g39.m_3000_3999_tot
1392,g39.m_4000_4999_cfnc
1393,g39.m_4000_4999_cf_c_und15
1394,g39.m_4000_4999_cfnc_und15
1395,g39.m_4000_4999_1pf_c_und15
1396,g39.m_4000_4999_1pfnc_und15
1397,g39.m_4000_4999_othf
1398,g39.m_4000_4999_tot
1399,g39.m_5000over_cfnc
1400,g39.m_5000over_cf_c_und15
1401,g39.m_5000over_cfnc_und15
1402,g39.m_5000over_1pf_c_und15
1403,g39.m_5000over_1pfnc_und15
1404,g39.m_5000over_othf
1405,g39.m_5000over_tot
1406,g39.m_ns_cfnc
1407,g39.m_ns_cf_c_und15
1408,g39.m_ns_cfnc_und15
1409,g39.m_ns_1pf_c_und15
1410,g39.m_ns_1pfnc_und15
1411,g39.m_ns_othf
1412,g39.m_ns_tot
1413,g39.tot_cfnc
1414,g39.tot_cf_c_und15
1415,g39.tot_cfnc_und15
1416,g39.tot_1pf_c_und15
1417,g39.tot_1pfnc_und15
1418,g39.tot_othf
1419,g39.tot_tot
1420,g09f.f_vietnam_0_4
1421,g09f.f_vietnam_5_14
1422,g09f.f_vietnam_15_24
1423,g09f.f_vietnam_25_44
1424,g09f.f_vietnam_45_54
1425,g09f.f_vietnam_55_64
1426,g09f.f_vietnam_65_74
1427,g09f.f_vietnam_75_84
1428,g09f.f_vietnam_85ov
1429,g09f.f_vietnam_tot
1430,g09f.f_wales_0_4
1431,g09f.f_wales_5_14
1432,g09f.f_wales_15_24
1433,g09f.f_wales_25_44
1434,g09f.f_wales_45_54
1435,g09f.f_wales_55_64
1436,g09f.f_wales_65_74
1437,g09f.f_wales_75_84
1438,g09f.f_wales_85ov
1439,g09f.f_wales_tot
1440,g09f.f_zimbabwe_0_4
1441,g09f.f_zimbabwe_5_14
1442,g09f.f_zimbabwe_15_24
1443,g09f.f_zimbabwe_25_44
1444,g09f.f_zimbabwe_45_54
1445,g09f.f_zimbabwe_55_64
1446,g09f.f_zimbabwe_65_74
1447,g09f.f_zimbabwe_75_84
1448,g09f.f_zimbabwe_85ov
1449,g09f.f_zimbabwe_tot
1450,g09f.f_elsewhere_0_4
1451,g09f.f_elsewhere_5_14
1452,g09f.f_elsewhere_15_24
1453,g09f.f_elsewhere_25_44
1454,g09f.f_elsewhere_45_54
1455,g09f.f_elsewhere_55_64
1456,g09f.f_elsewhere_65_74
1457,g09f.f_elsewhere_75_84
1458,g09f.f_elsewhere_85ov
1459,g09f.f_elsewhere_tot
1460,g09f.f_cob_ns_0_4
1461,g09f.f_cob_ns_5_14
1462,g09f.f_cob_ns_15_24
1463,g09f.f_cob_ns_25_44
1464,g09f.f_cob_ns_45_54
1465,g09f.f_cob_ns_55_64
1466,g09f.f_cob_ns_65_74
1467,g09f.f_cob_ns_75_84
1468,g09f.f_cob_ns_85ov
1469,g09f.f_cob_ns_tot
