,index
9100,g49b.p_cert_lev_tot_45_54
9101,g49b.p_cert_lev_tot_55_64
9102,g49b.p_cert_lev_tot_65_74
9103,g49b.p_cert_lev_tot_75_84
9104,g49b.p_cert_lev_tot_85ov
9105,g49b.p_cert_lev_tot_total
9106,g49b.p_lev_edu_ides_15_24
9107,g49b.p_lev_edu_ides_25_34
9108,g49b.p_lev_edu_ides_35_44
9109,g49b.p_lev_edu_ides_45_54
9110,g49b.p_lev_edu_ides_55_64
9111,g49b.p_lev_edu_ides_65_74
9112,g49b.p_lev_edu_ides_75_84
9113,g49b.p_lev_edu_ides_85ov
9114,g49b.p_lev_edu_ides_total
9115,g49b.p_lev_edu_ns_15_24
9116,g49b.p_lev_edu_ns_25_34
9117,g49b.p_lev_edu_ns_35_44
9118,g49b.p_lev_edu_ns_45_54
9119,g49b.p_lev_edu_ns_55_64
9120,g49b.p_lev_edu_ns_65_74
9121,g49b.p_lev_edu_ns_75_84
9122,g49b.p_lev_edu_ns_85ov
9123,g49b.p_lev_edu_ns_total
9124,g49b.p_tot_15_24
9125,g49b.p_tot_25_34
9126,g49b.p_tot_35_44
9127,g49b.p_tot_45_54
9128,g49b.p_tot_55_64
9129,g49b.p_tot_65_74
9130,g49b.p_tot_75_84
9131,g49b.p_tot_85ov
9132,g49b.p_tot_total
9133,g06.m_15_19_yr_marrd_reg_marrge
9134,g06.m_15_19_yr_married_de_facto
9135,g06.m_15_19_yr_not_married
9136,g06.m_15_19_yr_total
9137,g06.m_20_24_yr_marrd_reg_marrge
9138,g06.m_20_24_yr_married_de_facto
9139,g06.m_20_24_yr_not_married
9140,g06.m_20_24_yr_total
9141,g06.m_25_34_yr_marrd_reg_marrge
9142,g06.m_25_34_yr_married_de_facto
9143,g06.m_25_34_yr_not_married
9144,g06.m_25_34_yr_total
9145,g06.m_35_44_yr_marrd_reg_marrge
9146,g06.m_35_44_yr_married_de_facto
9147,g06.m_35_44_yr_not_married
9148,g06.m_35_44_yr_total
9149,g06.m_45_54_yr_marrd_reg_marrge
9150,g06.m_45_54_yr_married_de_facto
9151,g06.m_45_54_yr_not_married
9152,g06.m_45_54_yr_total
9153,g06.m_55_64_yr_marrd_reg_marrge
9154,g06.m_55_64_yr_married_de_facto
9155,g06.m_55_64_yr_not_married
9156,g06.m_55_64_yr_total
9157,g06.m_65_74_yr_marrd_reg_marrge
9158,g06.m_65_74_yr_married_de_facto
9159,g06.m_65_74_yr_not_married
9160,g06.m_65_74_yr_total
9161,g06.m_75_84_yr_marrd_reg_marrge
9162,g06.m_75_84_yr_married_de_facto
9163,g06.m_75_84_yr_not_married
9164,g06.m_75_84_yr_total
9165,g06.m_85ov_marrd_reg_marrge
9166,g06.m_85ov_married_de_facto
9167,g06.m_85ov_not_married
9168,g06.m_85ov_total
9169,g06.m_tot_marrd_reg_marrge
9170,g06.m_tot_married_de_facto
9171,g06.m_tot_not_married
9172,g06.m_tot_total
9173,g06.f_15_19_yr_marrd_reg_marrge
9174,g06.f_15_19_yr_married_de_facto
9175,g06.f_15_19_yr_not_married
9176,g06.f_15_19_yr_total
9177,g06.f_20_24_yr_marrd_reg_marrge
9178,g06.f_20_24_yr_married_de_facto
9179,g06.f_20_24_yr_not_married
9180,g06.f_20_24_yr_total
9181,g06.f_25_34_yr_marrd_reg_marrge
9182,g06.f_25_34_yr_married_de_facto
9183,g06.f_25_34_yr_not_married
9184,g06.f_25_34_yr_total
9185,g06.f_35_44_yr_marrd_reg_marrge
9186,g06.f_35_44_yr_married_de_facto
9187,g06.f_35_44_yr_not_married
9188,g06.f_35_44_yr_total
9189,g06.f_45_54_yr_marrd_reg_marrge
9190,g06.f_45_54_yr_married_de_facto
9191,g06.f_45_54_yr_not_married
9192,g06.f_45_54_yr_total
9193,g06.f_55_64_yr_marrd_reg_marrge
9194,g06.f_55_64_yr_married_de_facto
9195,g06.f_55_64_yr_not_married
9196,g06.f_55_64_yr_total
9197,g06.f_65_74_yr_marrd_reg_marrge
9198,g06.f_65_74_yr_married_de_facto
9199,g06.f_65_74_yr_not_married
9200,g06.f_65_74_yr_total
9201,g06.f_75_84_yr_marrd_reg_marrge
9202,g06.f_75_84_yr_married_de_facto
9203,g06.f_75_84_yr_not_married
9204,g06.f_75_84_yr_total
9205,g06.f_85ov_marrd_reg_marrge
9206,g06.f_85ov_married_de_facto
9207,g06.f_85ov_not_married
9208,g06.f_85ov_total
9209,g06.f_tot_marrd_reg_marrge
9210,g06.f_tot_married_de_facto
9211,g06.f_tot_not_married
9212,g06.f_tot_total
9213,g06.p_15_19_yr_marrd_reg_marrge
9214,g06.p_15_19_yr_married_de_facto
9215,g06.p_15_19_yr_not_married
9216,g06.p_15_19_yr_total
9217,g06.p_20_24_yr_marrd_reg_marrge
9218,g06.p_20_24_yr_married_de_facto
9219,g06.p_20_24_yr_not_married
9220,g06.p_20_24_yr_total
9221,g06.p_25_34_yr_marrd_reg_marrge
9222,g06.p_25_34_yr_married_de_facto
9223,g06.p_25_34_yr_not_married
9224,g06.p_25_34_yr_total
9225,g06.p_35_44_yr_marrd_reg_marrge
9226,g06.p_35_44_yr_married_de_facto
9227,g06.p_35_44_yr_not_married
9228,g06.p_35_44_yr_total
9229,g06.p_45_54_yr_marrd_reg_marrge
9230,g06.p_45_54_yr_married_de_facto
9231,g06.p_45_54_yr_not_married
9232,g06.p_45_54_yr_total
9233,g06.p_55_64_yr_marrd_reg_marrge
9234,g06.p_55_64_yr_married_de_facto
9235,g06.p_55_64_yr_not_married
9236,g06.p_55_64_yr_total
9237,g06.p_65_74_yr_marrd_reg_marrge
9238,g06.p_65_74_yr_married_de_facto
9239,g06.p_65_74_yr_not_married
9240,g06.p_65_74_yr_total
9241,g06.p_75_84_yr_marrd_reg_marrge
9242,g06.p_75_84_yr_married_de_facto
9243,g06.p_75_84_yr_not_married
9244,g06.p_75_84_yr_total
9245,g06.p_85ov_marrd_reg_marrge
9246,g06.p_85ov_married_de_facto
9247,g06.p_85ov_not_married
9248,g06.p_85ov_total
9249,g06.p_tot_marrd_reg_marrge
9250,g06.p_tot_married_de_facto
9251,g06.p_tot_not_married
9252,g06.p_tot_total
9253,g56a.ag_for_fish_ocmngr
9254,g56a.ag_for_fish_ocprof
9255,g56a.ag_for_fish_octechtrdw
9256,g56a.ag_for_fish_occompers
9257,g56a.ag_for_fish_occlericadm
9258,g56a.ag_for_fish_ocsaleswk
9259,g56a.ag_for_fish_ocmacop_driv
9260,g56a.ag_for_fish_oclab
9261,g56a.ag_for_fish_ocid_ns
9262,g56a.agri_for_fish_tot
9263,g56a.mining_ocmngr
9264,g56a.mining_ocprof
9265,g56a.mining_octechtrdw
9266,g56a.mining_occompers
9267,g56a.mining_occlericadm
9268,g56a.mining_ocsaleswk
9269,g56a.mining_ocmacop_driv
9270,g56a.mining_oclab
9271,g56a.mining_ocid_ns
9272,g56a.mining_tot
9273,g56a.manufact_ocmngr
9274,g56a.manufact_ocprof
9275,g56a.manufact_octechtrdw
9276,g56a.manufact_occompers
9277,g56a.manufact_occlericadm
9278,g56a.manufact_ocsaleswk
9279,g56a.manufact_ocmacop_driv
9280,g56a.manufact_oclab
9281,g56a.manufact_ocid_ns
9282,g56a.manufacturing_tot
9283,g56a.el_gas_w_w_ocmngr
9284,g56a.el_gas_w_w_ocprof
9285,g56a.el_gas_w_w_octechtrdw
9286,g56a.el_gas_w_w_occompers
9287,g56a.el_gas_w_w_occlericadm
9288,g56a.el_gas_w_w_ocsaleswk
9289,g56a.el_gas_w_w_ocmacop_driv
9290,g56a.el_gas_w_w_oclab
9291,g56a.el_gas_w_w_ocid_ns
9292,g56a.el_gas_w_w_tot
9293,g56a.construc_ocmngr
9294,g56a.construc_ocprof
9295,g56a.construc_octechtrdw
9296,g56a.construc_occompers
9297,g56a.construc_occlericadm
9298,g56a.construc_ocsaleswk
9299,g56a.construc_ocmacop_driv
9300,g56a.construc_oclab
9301,g56a.construc_ocid_ns
9302,g56a.construction_tot
9303,g56a.whlesaletde_ocmngr
9304,g56a.whlesaletde_ocprof
9305,g56a.whlesaletde_octechtrdw
9306,g56a.whlesaletde_occompers
9307,g56a.whlesaletde_occlericadm
9308,g56a.whlesaletde_ocsaleswk
9309,g56a.whlesaletde_ocmacop_driv
9310,g56a.whlesaletde_oclab
9311,g56a.whlesaletde_ocid_ns
9312,g56a.whlesaletde_tot
9313,g56a.rettde_ocmngr
9314,g56a.rettde_ocprof
9315,g56a.rettde_octechtrdw
9316,g56a.rettde_occompers
9317,g56a.rettde_occlericadm
9318,g56a.rettde_ocsaleswk
9319,g56a.rettde_ocmacop_driv
9320,g56a.rettde_oclab
9321,g56a.rettde_ocid_ns
9322,g56a.rettde_tot
9323,g56a.acom_food_ocmngr
9324,g56a.acom_food_ocprof
9325,g56a.acom_food_octechtrdw
9326,g56a.acom_food_occompers
9327,g56a.acom_food_occlericadm
9328,g56a.acom_food_ocsaleswk
9329,g56a.acom_food_ocmacop_driv
9330,g56a.acom_food_oclab
9331,g56a.acom_food_ocid_ns
9332,g56a.acom_food_scs_tot
9333,g56a.trans_po_wh_ocmngr
9334,g56a.trans_po_wh_ocprof
9335,g56a.trans_po_wh_octechtrdw
9336,g56a.trans_po_wh_occompers
9337,g56a.trans_po_wh_occlericadm
9338,g56a.trans_po_wh_ocsaleswk
9339,g56a.trans_po_wh_ocmacop_driv
9340,g56a.trans_po_wh_oclab
9341,g56a.trans_po_wh_ocid_ns
9342,g56a.trans_po_wh_tot
9343,g56a.infon_med_tel_ocmngr
9344,g56a.infon_med_tel_ocprof
9345,g56a.infon_med_tel_octechtrdw
9346,g56a.infon_med_tel_occompers
9347,g56a.infon_med_tel_occlericadm
9348,g56a.infon_med_tel_ocsaleswk
9349,g56a.infon_med_tel_ocmacop_driv
9350,g56a.infon_med_tel_oclab
9351,g56a.infon_med_tel_ocid_ns
9352,g56a.infon_med_tel_tot
9353,g56a.fin_and_ins_s_ocmngr
9354,g56a.fin_and_ins_s_ocprof
9355,g56a.fin_and_ins_s_octechtrdw
9356,g56a.fin_and_ins_s_occompers
9357,g56a.fin_and_ins_s_occlericadm
9358,g56a.fin_and_ins_s_ocsaleswk
9359,g56a.fin_and_ins_s_ocmacop_driv
9360,g56a.fin_and_ins_s_oclab
9361,g56a.fin_and_ins_s_ocid_ns
9362,g56a.fin_and_ins_s_tot
9363,g56a.rent_hi_re_es_ocmngr
9364,g56a.rent_hi_re_es_ocprof
9365,g56a.rent_hi_re_es_octechtrdw
9366,g56a.rent_hi_re_es_occompers
9367,g56a.rent_hi_re_es_occlericadm
9368,g56a.rent_hi_re_es_ocsaleswk
9369,g56a.rent_hi_re_es_ocmacop_driv
9370,g56a.rent_hi_re_es_oclab
9371,g56a.rent_hi_re_es_ocid_ns
9372,g56a.rent_hi_re_es_tot
9373,g56a.prof_sci_tec_ocmngr
9374,g56a.prof_sci_tec_ocprof
9375,g56a.prof_sci_tec_octechtrdw
9376,g56a.prof_sci_tec_occompers
9377,g56a.prof_sci_tec_occlericadm
9378,g56a.prof_sci_tec_ocsaleswk
9379,g56a.prof_sci_tec_ocmacop_driv
9380,g56a.prof_sci_tec_oclab
9381,g56a.prof_sci_tec_ocid_ns
9382,g56a.prof_sci_tec_tot
9383,g56a.admin_sup_s_ocmngr
9384,g56a.admin_sup_s_ocprof
9385,g56a.admin_sup_s_octechtrdw
9386,g56a.admin_sup_s_occompers
9387,g56a.admin_sup_s_occlericadm
9388,g56a.admin_sup_s_ocsaleswk
9389,g56a.admin_sup_s_ocmacop_driv
9390,g56a.admin_sup_s_oclab
9391,g56a.admin_sup_s_ocid_ns
9392,g56a.admin_sup_s_tot
9393,g56a.pub_adm_sfty_ocmngr
9394,g56a.pub_adm_sfty_ocprof
9395,g56a.pub_adm_sfty_octechtrdw
9396,g56a.pub_adm_sfty_occompers
9397,g56a.pub_adm_sfty_occlericadm
9398,g56a.pub_adm_sfty_ocsaleswk
9399,g56a.pub_adm_sfty_ocmacop_driv
9400,g56a.pub_adm_sfty_oclab
9401,g56a.pub_adm_sfty_ocid_ns
9402,g56a.pub_adm_sfty_tot
9403,g56a.educ_training_ocmngr
9404,g56a.educ_training_ocprof
9405,g56a.educ_training_octechtrdw
9406,g56a.educ_training_occompers
9407,g56a.educ_training_occlericadm
9408,g56a.educ_training_ocsaleswk
9409,g56a.educ_training_ocmacop_driv
9410,g56a.educ_training_oclab
9411,g56a.educ_training_ocid_ns
9412,g56a.educ_training_tot
9413,g56a.hlth_care_soc_ocmngr
9414,g56a.hlth_care_soc_ocprof
9415,g56a.hlth_care_soc_octechtrdw
9416,g56a.hlth_care_soc_occompers
9417,g56a.hlth_care_soc_occlericadm
9418,g56a.hlth_care_soc_ocsaleswk
9419,g56a.hlth_care_soc_ocmacop_driv
9420,g56a.hlth_care_soc_oclab
9421,g56a.hlth_care_soc_ocid_ns
9422,g56a.hlth_care_soc_tot
9423,g56a.artrecreatocmngr
9424,g56a.artrecreatocprof
9425,g56a.artrecreatoctechtrdw
9426,g56a.artrecreatoccompers
9427,g56a.artrecreatocclericadm
9428,g56a.artrecreatocsaleswk
9429,g56a.artrecreatocmacop_driv
9430,g56a.artrecreatoclab
9431,g56a.artrecreatocid_ns
9432,g56a.artrecreattot
9433,g56a.other_scs_ocmngr
9434,g56a.other_scs_ocprof
9435,g56a.other_scs_octechtrdw
9436,g56a.other_scs_occom_ps_w
9437,g56a.other_scs_occlericadmin
9438,g56a.other_scs_ocsaleswk
9439,g56a.other_scs_ocmacop_driv
9440,g56a.other_scs_oclab
9441,g56a.other_scs_ocid_ns
9442,g56a.other_scs_tot
9443,g56a.id_ns_ocmngr
9444,g56a.id_ns_ocprof
9445,g56a.id_ns_octechtrdw
9446,g56a.id_ns_occompers
9447,g56a.id_ns_occlericadm
9448,g56a.id_ns_ocsaleswk
9449,g56a.id_ns_ocmacop_driv
9450,g56a.id_ns_oclab
9451,g56a.id_ns_ocid_ns
9452,g56a.id_ns_tot
9453,g47c.d_10_12_fpnlf_mpet
9454,g47c.d_10_12_fpnlf_mpulftw
9455,g47c.d_10_12_fpnlf_mpulptw
9456,g47c.d_10_12_fpnlf_mput
9457,g47c.d_10_12_fpnlf_mptlf
9458,g47c.d_10_12_fpnlf_mpnlf
9459,g47c.d_10_12_fpnlf_mplfsns
9460,g47c.d_10_12_fpnlf_t
9461,g47c.d_10_12_fplfsns_mpeft
9462,g47c.d_10_12_fplfsns_mpept
9463,g47c.d_10_12_fplfsns_mpeaw
9464,g47c.d_10_12_fplfsns_mpehns
9465,g47c.d_10_12_fplfsns_mpet
9466,g47c.d_10_12_fplfsns_mpulftw
9467,g47c.d_10_12_fplfsns_mpulptw
9468,g47c.d_10_12_fplfsns_mput
9469,g47c.d_10_12_fplfsns_mptlf
9470,g47c.d_10_12_fplfsns_mpnlf
9471,g47c.d_10_12_fplfsns_mplfsns
9472,g47c.d_10_12_fplfsns_t
9473,g47c.d_10_12_fpt_mpeft
9474,g47c.d_10_12_fpt_mpept
9475,g47c.d_10_12_fpt_mpeaw
9476,g47c.d_10_12_fpt_mpehns
9477,g47c.d_10_12_fpt_mpet
9478,g47c.d_10_12_fpt_mpulftw
9479,g47c.d_10_12_fpt_mpulptw
9480,g47c.d_10_12_fpt_mput
9481,g47c.d_10_12_fpt_mptlf
9482,g47c.d_10_12_fpt_mpnlf
9483,g47c.d_10_12_fpt_mplfsns
9484,g47c.d_10_12_fpt_t
9485,g47c.d_13_14_fpeft_mpeft
9486,g47c.d_13_14_fpeft_mpept
9487,g47c.d_13_14_fpeft_mpeaw
9488,g47c.d_13_14_fpeft_mpehns
9489,g47c.d_13_14_fpeft_mpet
9490,g47c.d_13_14_fpeft_mpulftw
9491,g47c.d_13_14_fpeft_mpulptw
9492,g47c.d_13_14_fpeft_mput
9493,g47c.d_13_14_fpeft_mptlf
9494,g47c.d_13_14_fpeft_mpnlf
9495,g47c.d_13_14_fpeft_mplfsns
9496,g47c.d_13_14_fpeft_t
9497,g47c.d_13_14_fpept_mpeft
9498,g47c.d_13_14_fpept_mpept
9499,g47c.d_13_14_fpept_mpeaw
9500,g47c.d_13_14_fpept_mpehns
9501,g47c.d_13_14_fpept_mpet
9502,g47c.d_13_14_fpept_mpulftw
9503,g47c.d_13_14_fpept_mpulptw
9504,g47c.d_13_14_fpept_mput
9505,g47c.d_13_14_fpept_mptlf
9506,g47c.d_13_14_fpept_mpnlf
9507,g47c.d_13_14_fpept_mplfsns
9508,g47c.d_13_14_fpept_t
9509,g47c.d_13_14_fpeaw_mpeft
9510,g47c.d_13_14_fpeaw_mpept
9511,g47c.d_13_14_fpeaw_mpeaw
9512,g47c.d_13_14_fpeaw_mpehns
9513,g47c.d_13_14_fpeaw_mpet
9514,g47c.d_13_14_fpeaw_mpulftw
9515,g47c.d_13_14_fpeaw_mpulptw
9516,g47c.d_13_14_fpeaw_mput
9517,g47c.d_13_14_fpeaw_mptlf
9518,g47c.d_13_14_fpeaw_mpnlf
9519,g47c.d_13_14_fpeaw_mplfsns
9520,g47c.d_13_14_fpeaw_t
9521,g47c.d_13_14_fphns_mpeft
9522,g47c.d_13_14_fphns_mpept
9523,g47c.d_13_14_fphns_mpeaw
9524,g47c.d_13_14_fphns_mpehns
9525,g47c.d_13_14_fphns_mpet
9526,g47c.d_13_14_fphns_mpulftw
9527,g47c.d_13_14_fphns_mpulptw
9528,g47c.d_13_14_fphns_mput
9529,g47c.d_13_14_fphns_mptlf
9530,g47c.d_13_14_fphns_mpnlf
9531,g47c.d_13_14_fphns_mplfsns
9532,g47c.d_13_14_fphns_t
9533,g47c.d_13_14_fpet_mpeft
9534,g47c.d_13_14_fpet_mpept
9535,g47c.d_13_14_fpet_mpeaw
9536,g47c.d_13_14_fpet_mpehns
9537,g47c.d_13_14_fpet_mpet
9538,g47c.d_13_14_fpet_mpulftw
9539,g47c.d_13_14_fpet_mpulptw
9540,g47c.d_13_14_fpet_mput
9541,g47c.d_13_14_fpet_mptlf
9542,g47c.d_13_14_fpet_mpnlf
9543,g47c.d_13_14_fpet_mplfsns
9544,g47c.d_13_14_fpet_t
9545,g47c.d_13_14_fpulftw_mpeft
9546,g47c.d_13_14_fpulftw_mpept
9547,g47c.d_13_14_fpulftw_mpeaw
9548,g47c.d_13_14_fpulftw_mpehns
9549,g47c.d_13_14_fpulftw_mpet
9550,g47c.d_13_14_fpulftw_mpulftw
9551,g47c.d_13_14_fpulftw_mpulptw
9552,g47c.d_13_14_fpulftw_mput
9553,g47c.d_13_14_fpulftw_mptlf
9554,g47c.d_13_14_fpulftw_mpnlf
9555,g47c.d_13_14_fpulftw_mplfsns
9556,g47c.d_13_14_fpulftw_t
9557,g47c.d_13_14_fpulptw_mpeft
9558,g47c.d_13_14_fpulptw_mpept
9559,g47c.d_13_14_fpulptw_mpeaw
9560,g47c.d_13_14_fpulptw_mpehns
9561,g47c.d_13_14_fpulptw_mpet
9562,g47c.d_13_14_fpulptw_mpulftw
9563,g47c.d_13_14_fpulptw_mpulptw
9564,g47c.d_13_14_fpulptw_mput
9565,g47c.d_13_14_fpulptw_mptlf
9566,g47c.d_13_14_fpulptw_mpnlf
9567,g47c.d_13_14_fpulptw_mplfsns
9568,g47c.d_13_14_fpulptw_t
9569,g47c.d_13_14_fput_mpeft
9570,g47c.d_13_14_fput_mpept
9571,g47c.d_13_14_fput_mpeaw
9572,g47c.d_13_14_fput_mpehns
9573,g47c.d_13_14_fput_mpet
9574,g47c.d_13_14_fput_mpulftw
9575,g47c.d_13_14_fput_mpulptw
9576,g47c.d_13_14_fput_mput
9577,g47c.d_13_14_fput_mptlf
9578,g47c.d_13_14_fput_mpnlf
9579,g47c.d_13_14_fput_mplfsns
9580,g47c.d_13_14_fput_t
9581,g47c.d_13_14_fptlf_mpeft
9582,g47c.d_13_14_fptlf_mpept
9583,g47c.d_13_14_fptlf_mpeaw
9584,g47c.d_13_14_fptlf_mpehns
9585,g47c.d_13_14_fptlf_mpet
9586,g47c.d_13_14_fptlf_mpulftw
9587,g47c.d_13_14_fptlf_mpulptw
9588,g47c.d_13_14_fptlf_mput
9589,g47c.d_13_14_fptlf_mptlf
9590,g47c.d_13_14_fptlf_mpnlf
9591,g47c.d_13_14_fptlf_mplfsns
9592,g47c.d_13_14_fp_t
9593,g47c.d_13_14_fpnlf_mpeft
9594,g47c.d_13_14_fpnlf_mpept
9595,g47c.d_13_14_fpnlf_mpeaw
9596,g47c.d_13_14_fpnlf_mpehns
9597,g47c.d_13_14_fpnlf_mpet
9598,g47c.d_13_14_fpnlf_mpulftw
9599,g47c.d_13_14_fpnlf_mpulptw
9600,g47c.d_13_14_fpnlf_mput
9601,g47c.d_13_14_fpnlf_mptlf
9602,g47c.d_13_14_fpnlf_mpnlf
9603,g47c.d_13_14_fpnlf_mplfsns
9604,g47c.d_13_14_fpnlf_t
9605,g47c.d_13_14_fplfsns_mpeft
9606,g47c.d_13_14_fplfsns_mpept
9607,g47c.d_13_14_fplfsns_mpeaw
9608,g47c.d_13_14_fplfsns_mpehns
9609,g47c.d_13_14_fplfsns_mpet
9610,g47c.d_13_14_fplfsns_mpulftw
9611,g47c.d_13_14_fplfsns_mpulptw
9612,g47c.d_13_14_fplfsns_mput
9613,g47c.d_13_14_fplfsns_mptlf
9614,g47c.d_13_14_fplfsns_mpnlf
9615,g47c.d_13_14_fplfsns_mplfsns
9616,g47c.d_13_14_fplfsns_t
9617,g47c.d_13_14_fpt_mpeft
9618,g47c.d_13_14_fpt_mpept
9619,g47c.d_13_14_fpt_mpeaw
9620,g47c.d_13_14_fpt_mpehns
9621,g47c.d_13_14_fpt_mpet
9622,g47c.d_13_14_fpt_mpulftw
9623,g47c.d_13_14_fpt_mpulptw
9624,g47c.d_13_14_fpt_mput
9625,g47c.d_13_14_fpt_mptlf
9626,g47c.d_13_14_fpt_mpnlf
9627,g47c.d_13_14_fpt_mplfsns
9628,g47c.d_13_14_fpt_t
9629,g47c.d_15_17_fpeft_mpeft
9630,g47c.d_15_17_fpeft_mpept
9631,g47c.d_15_17_fpeft_mpeaw
9632,g47c.d_15_17_fpeft_mpehns
9633,g47c.d_15_17_fpeft_mpet
9634,g47c.d_15_17_fpeft_mpulftw
9635,g47c.d_15_17_fpeft_mpulptw
9636,g47c.d_15_17_fpeft_mput
9637,g47c.d_15_17_fpeft_mptlf
9638,g47c.d_15_17_fpeft_mpnlf
9639,g47c.d_15_17_fpeft_mplfsns
9640,g47c.d_15_17_fpeft_t
9641,g47c.d_15_17_fpept_mpeft
9642,g47c.d_15_17_fpept_mpept
9643,g47c.d_15_17_fpept_mpeaw
9644,g47c.d_15_17_fpept_mpehns
9645,g47c.d_15_17_fpept_mpet
9646,g47c.d_15_17_fpept_mpulftw
9647,g47c.d_15_17_fpept_mpulptw
9648,g47c.d_15_17_fpept_mput
9649,g47c.d_15_17_fpept_mptlf
9650,g47c.d_15_17_fpept_mpnlf
9651,g47c.d_15_17_fpept_mplfsns
9652,g47c.d_15_17_fpept_t
9653,g51a.m_natphysci_occ_mng
9654,g51a.m_natphysci_occ_pro
9655,g51a.m_natphysci_occ_ttw
9656,g51a.m_natphysci_occ_cps
9657,g51a.m_natphysci_occ_ca
9658,g51a.m_natphysci_occ_sal
9659,g51a.m_natphysci_occ_mod
9660,g51a.m_natphysci_occ_lab
9661,g51a.m_natphysci_occ_idns
9662,g51a.m_natphysci_total
9663,g51a.m_infotechn_occ_mng
9664,g51a.m_infotechn_occ_pro
9665,g51a.m_infotechn_occ_ttw
9666,g51a.m_infotechn_occ_cps
9667,g51a.m_infotechn_occ_ca
9668,g51a.m_infotechn_occ_sal
9669,g51a.m_infotechn_occ_mod
9670,g51a.m_infotechn_occ_lab
9671,g51a.m_infotechn_occ_idns
9672,g51a.m_infotechn_total
9673,g51a.m_engreltech_occ_mng
9674,g51a.m_engreltech_occ_pro
9675,g51a.m_engreltech_occ_ttw
9676,g51a.m_engreltech_occ_cps
9677,g51a.m_engreltech_occ_ca
9678,g51a.m_engreltech_occ_sal
9679,g51a.m_engreltech_occ_mod
9680,g51a.m_engreltech_occ_lab
9681,g51a.m_engreltech_occ_idns
9682,g51a.m_engreltech_total
9683,g51a.m_architbuild_occ_mng
9684,g51a.m_architbuild_occ_pro
9685,g51a.m_architbuild_occ_ttw
9686,g51a.m_architbuild_occ_cps
9687,g51a.m_architbuild_occ_ca
9688,g51a.m_architbuild_occ_sal
9689,g51a.m_architbuild_occ_mod
9690,g51a.m_architbuild_occ_lab
9691,g51a.m_architbuild_occ_idns
9692,g51a.m_architbuild_total
9693,g51a.m_agrienvirelstu_occ_mng
9694,g51a.m_agrienvirelstu_occ_pro
9695,g51a.m_agrienvirelstu_occ_ttw
9696,g51a.m_agrienvirelstu_occ_cps
9697,g51a.m_agrienvirelstu_occ_ca
9698,g51a.m_agrienvirelstu_occ_sal
9699,g51a.m_agrienvirelstu_occ_mod
9700,g51a.m_agrienvirelstu_occ_lab
9701,g51a.m_agrienvirelstu_occ_idns
9702,g51a.m_agrienvirelstu_total
9703,g51a.m_health_occ_mng
9704,g51a.m_health_occ_pro
9705,g51a.m_health_occ_ttw
9706,g51a.m_health_occ_cps
9707,g51a.m_health_occ_ca
9708,g51a.m_health_occ_sal
9709,g51a.m_health_occ_mod
9710,g51a.m_health_occ_lab
9711,g51a.m_health_occ_idns
9712,g51a.m_health_total
9713,g51a.m_educat_occ_mng
9714,g51a.m_educat_occ_pro
9715,g51a.m_educat_occ_ttw
9716,g51a.m_educat_occ_cps
9717,g51a.m_educat_occ_ca
9718,g51a.m_educat_occ_sal
9719,g51a.m_educat_occ_mod
9720,g51a.m_educat_occ_lab
9721,g51a.m_educat_occ_idns
9722,g51a.m_educat_total
9723,g51a.m_managcom_occ_mng
9724,g51a.m_managcom_occ_pro
9725,g51a.m_managcom_occ_ttw
9726,g51a.m_managcom_occ_cps
9727,g51a.m_managcom_occ_ca
9728,g51a.m_managcom_occ_sal
9729,g51a.m_managcom_occ_mod
9730,g51a.m_managcom_occ_lab
9731,g51a.m_managcom_occ_idns
9732,g51a.m_managcom_total
9733,g51a.m_societcultu_occ_mng
9734,g51a.m_societcultu_occ_pro
9735,g51a.m_societcultu_occ_ttw
9736,g51a.m_societcultu_occ_cps
9737,g51a.m_societcultu_occ_ca
9738,g51a.m_societcultu_occ_sal
9739,g51a.m_societcultu_occ_mod
9740,g51a.m_societcultu_occ_lab
9741,g51a.m_societcultu_occ_idns
9742,g51a.m_societcultu_total
9743,g51a.m_creatart_occ_mng
9744,g51a.m_creatart_occ_pro
9745,g51a.m_creatart_occ_ttw
9746,g51a.m_creatart_occ_cps
9747,g51a.m_creatart_occ_ca
9748,g51a.m_creatart_occ_sal
9749,g51a.m_creatart_occ_mod
9750,g51a.m_creatart_occ_lab
9751,g51a.m_creatart_occ_idns
9752,g51a.m_creatart_total
9753,g51a.m_foodhosppersserv_occ_mng
9754,g51a.m_foodhosppersserv_occ_pro
9755,g51a.m_foodhosppersserv_occ_ttw
9756,g51a.m_foodhosppersserv_occ_cps
9757,g51a.m_foodhosppersserv_occ_ca
9758,g51a.m_foodhosppersserv_occ_sal
9759,g51a.m_foodhosppersserv_occ_mod
9760,g51a.m_foodhosppersserv_occ_lab
9761,g51a.m_foodhosppersserv_occ_idns
9762,g51a.m_foodhosppersserv_total
9763,g51a.m_mixfieldprog_occ_mng
9764,g51a.m_mixfieldprog_occ_pro
9765,g51a.m_mixfieldprog_occ_ttw
9766,g51a.m_mixfieldprog_occ_cps
9767,g51a.m_mixfieldprog_occ_ca
9768,g51a.m_mixfieldprog_occ_sal
9769,g51a.m_mixfieldprog_occ_mod
9770,g51a.m_mixfieldprog_occ_lab
9771,g51a.m_mixfieldprog_occ_idns
9772,g51a.m_mixfieldprog_total
